x,y,z,avg_M_x,avg_M_y,avg_M_z,avg_M_tot,
6172,51,1,0,-41.7,2.82,-28.26,50.453
6173,51,1,0,-41.52,3.12,-28.32,50.355
6174,51,1,0,-41.52,3,-28.2,50.281
6175,51,1,0,-41.7,2.76,-28.2,50.416
6176,51,1,0,-41.58,3.06,-27.96,50.2
6177,51,1,0,-41.16,2.94,-27.84,49.778
6178,51,1,0,-41.34,3.18,-27.96,50.009
6179,51,1,0,-40.74,3.3,-28.32,49.726
6180,51,1,0,-40.98,3.42,-28.68,50.136
6181,51,1,0,-41.22,3.42,-28.56,50.264
6182,51,1,0,-41.34,3.24,-28.68,50.419
6183,51,1,0,-42,3.42,-28.14,50.671
6184,51,1,0,-41.94,3.24,-28.08,50.576
6185,51,1,0,-41.82,3.42,-27.96,50.422
6186,51,1,0,-41.88,3.42,-27.66,50.306
6187,51,1,0,-41.52,3.66,-27.9,50.157
6188,51,1,0,-41.28,3.96,-27.72,49.881
6189,51,1,0,-41.34,3.96,-27.42,49.765
6190,51,1,0,-41.28,4.14,-27.42,49.73
6191,51,1,0,-41.46,4.08,-27.24,49.775
6192,51,1,0,-41.46,3.66,-27.12,49.677
6193,51,1,0,-41.46,3.42,-27.3,49.759
6194,51,1,0,-41.4,3.24,-27.42,49.763
6195,51,1,0,-41.22,3.06,-27.66,49.735
6196,51,1,0,-41.4,3.48,-27.96,50.078
6197,51,1,0,-41.58,3.66,-28.14,50.34
6198,51,1,0,-41.64,4.02,-28.26,50.484
6199,51,1,0,-41.64,4.14,-28.2,50.461
6200,51,2,0,-38.88,3.24,-28.8,48.493
6201,51,2,0,-39.06,2.82,-28.56,48.47
6202,51,2,0,-39.06,2.82,-28.2,48.258
6203,51,2,0,-39.18,2.64,-28.08,48.276
6204,51,2,0,-39.3,2.52,-28.26,48.471
6205,51,2,0,-39.24,2.76,-28.38,48.506
6206,51,2,0,-39.36,2.88,-29.1,49.034
6207,51,2,0,-39.42,2.82,-29.22,49.15
6208,51,2,0,-38.88,2.94,-29.22,48.725
6209,51,2,0,-39.06,2.88,-29.28,48.901
6210,51,2,0,-39.24,2.94,-28.62,48.657
6211,51,2,0,-39.42,3,-28.56,48.771
6212,51,2,0,-39.66,2.58,-28.38,48.836
6213,51,2,0,-39.72,2.52,-28.02,48.674
6214,51,2,0,-39.48,2.04,-28.14,48.525
6215,51,2,0,-39.3,1.98,-27.9,48.237
6216,51,2,0,-39.78,1.74,-27.9,48.62
6217,51,2,0,-39.66,1.56,-28.14,48.654
6218,51,2,0,-39.48,1.74,-28.26,48.583
6219,51,2,0,-39.78,1.92,-28.32,48.869
6220,51,2,0,-39.42,2.1,-28.38,48.619
6221,51,2,0,-39.12,2.28,-28.5,48.454
6222,51,2,0,-39.42,2.28,-28.32,48.592
6223,51,2,0,-38.94,2.34,-28.44,48.277
6224,51,2,0,-38.64,2.4,-28.2,47.896
6225,51,2,0,-38.88,2.16,-28.32,48.149
6226,51,2,0,-38.64,2.16,-28.38,47.991
6227,51,2,0,-38.94,1.86,-28.38,48.22
6228,51,2,0,-39.18,1.98,-28.62,48.56
6229,51,2,0,-39.12,2.34,-28.56,48.493
6230,51,2,0,-39.18,2.34,-29.16,48.896
6231,51,2,0,-38.82,2.22,-29.22,48.639
6232,51,2,0,-38.88,2.28,-29.22,48.689
6233,51,2,0,-39,2.34,-29.4,48.896
6234,51,2,0,-38.76,2.04,-28.92,48.403
6235,51,2,0,-39,2.34,-28.98,48.645
6236,51,2,0,-38.76,2.04,-29.4,48.691
6237,51,2,0,-38.1,1.68,-29.34,48.117
6238,51,2,0,-38.22,1.74,-29.1,48.069
6239,51,2,0,-38.16,1.98,-28.92,47.922
6240,51,2,0,-37.8,2.16,-28.62,47.462
6241,51,2,0,-38.04,2.64,-28.44,47.569
6242,51,2,0,-38.28,2.82,-28.68,47.915
6243,51,2,0,-37.8,2.58,-29.16,47.81
6244,51,2,0,-38.1,2.46,-29.34,48.151
6245,51,2,0,-38.4,2.4,-29.52,48.495
6246,51,2,0,-37.8,2.52,-29.82,48.212
6247,51,2,0,-38.22,2.52,-29.58,48.395
6248,51,2,0,-38.4,2.52,-29.4,48.428
6249,51,2,0,-38.22,2.52,-29.46,48.322
6250,51,2,0,-38.4,2.04,-29.4,48.405
6251,51,2,0,-38.58,2.04,-28.92,48.259
6252,51,2,0,-38.46,2.16,-28.98,48.205
6253,51,2,0,-38.4,1.74,-28.98,48.14
6254,51,2,0,-38.52,1.86,-28.98,48.24
6255,51,2,0,-38.1,2.22,-29.34,48.139
6256,51,2,0,-38.16,2.04,-29.4,48.215
6257,51,2,0,-38.04,2.1,-29.34,48.086
6258,51,2,0,-37.8,2.58,-28.86,47.628
6259,51,2,0,-37.8,2.04,-28.98,47.674
6260,51,2,0,-37.98,2.28,-29.04,47.864
6261,51,2,0,-37.92,2.1,-29.04,47.809
6262,51,2,0,-38.28,1.5,-29.4,48.29
6263,51,2,0,-38.04,1.8,-29.4,48.111
6264,51,2,0,-37.62,1.56,-28.86,47.44
6265,51,2,0,-37.92,1.74,-28.56,47.504
6266,51,2,0,-37.74,2.4,-28.44,47.317
6267,51,2,0,-38.28,2.52,-28.74,47.934
6268,51,2,0,-38.4,2.64,-29.28,48.362
6269,51,2,0,-38.4,2.52,-29.64,48.574
6270,51,2,0,-39.12,2.28,-29.76,49.206
6271,51,2,0,-38.7,2.22,-29.46,48.688
6272,51,2,0,-38.4,2.34,-29.1,48.237
6273,51,2,0,-38.16,2.22,-28.92,47.932
6274,51,2,0,-38.04,1.86,-28.86,47.785
6275,51,2,0,-38.4,1.98,-28.68,47.969
6276,51,2,0,-38.82,1.74,-28.86,48.404
6277,51,2,0,-39.12,2.04,-28.92,48.692
6278,51,2,0,-38.58,2.28,-28.8,48.198
6279,51,2,0,-38.58,2.16,-28.68,48.121
6280,51,2,0,-38.58,2.28,-28.74,48.162
6281,51,2,0,-38.4,2.4,-28.62,47.952
6282,51,2,0,-38.7,2.4,-28.98,48.408
6283,51,2,0,-38.04,2.46,-29.94,48.472
6284,51,2,0,-38.16,2.52,-29.64,48.385
6285,51,2,0,-37.74,2.34,-29.64,48.045
6286,51,2,0,-37.68,2.28,-29.28,47.773
6287,51,2,0,-38.16,2.34,-28.92,47.938
6288,51,2,0,-37.92,2.04,-29.22,47.916
6289,51,2,0,-38.16,1.92,-29.52,48.284
6290,51,2,0,-37.8,2.22,-29.7,48.123
6291,51,2,0,-37.8,2.04,-29.46,47.968
6292,51,2,0,-37.68,2.7,-29.58,47.98
6293,51,2,0,-37.98,2.88,-29.58,48.226
6294,51,2,0,-38.64,2.46,-29.4,48.615
6295,51,2,0,-38.34,2.58,-29.7,48.566
6296,51,2,0,-38.46,1.98,-29.22,48.341
6297,51,2,0,-38.4,2.16,-28.92,48.121
6298,51,2,0,-38.04,2.46,-28.86,47.812
6299,51,2,0,-38.58,2.64,-28.56,48.073
6300,51,3,0,-37.02,3.72,-27.6,46.326
6301,51,3,0,-36.84,3.54,-27.54,46.132
6302,51,3,0,-37.56,3.3,-28.02,46.976
6303,51,3,0,-37.98,3.66,-27.6,47.092
6304,51,3,0,-37.8,3.72,-27.54,46.916
6305,51,3,0,-38.04,3.96,-27.48,47.094
6306,51,3,0,-37.98,3.96,-27.24,46.906
6307,51,3,0,-37.98,3.9,-27.42,47.006
6308,51,3,0,-38.16,3.78,-27.6,47.247
6309,51,3,0,-38.1,3.78,-27.72,47.268
6310,51,3,0,-37.68,3.96,-27.66,46.91
6311,51,3,0,-37.68,3.96,-27.6,46.875
6312,51,3,0,-37.32,3.96,-27.9,46.764
6313,51,3,0,-37.56,4.08,-27.72,46.859
6314,51,3,0,-37.62,3.78,-27.72,46.882
6315,51,3,0,-37.38,3.54,-27.78,46.707
6316,51,3,0,-37.74,3.72,-27.3,46.727
6317,51,3,0,-37.68,3.78,-27.12,46.579
6318,51,3,0,-37.92,3.72,-27,46.699
6319,51,3,0,-37.98,3.54,-26.88,46.664
6320,51,3,0,-37.98,3.36,-26.94,46.685
6321,51,3,0,-37.5,3,-27.12,46.376
6322,51,3,0,-37.74,3.06,-27.48,46.785
6323,51,3,0,-38.04,3.18,-27.48,47.035
6324,51,3,0,-38.04,3,-27.84,47.235
6325,51,3,0,-38.34,2.94,-28.14,47.649
6326,51,3,0,-38.4,2.94,-27.9,47.556
6327,51,3,0,-38.22,3.36,-27.9,47.439
6328,51,3,0,-37.98,3.42,-27.42,46.968
6329,51,3,0,-37.86,3.54,-27.42,46.88
6330,51,3,0,-37.8,3.54,-27.48,46.867
6331,51,3,0,-37.8,3.54,-27.3,46.762
6332,51,3,0,-37.86,3.3,-27.54,46.933
6333,51,3,0,-38.16,3.18,-27.6,47.202
6334,51,3,0,-38.16,3.42,-27.42,47.114
6335,51,3,0,-37.92,3.24,-27.6,47.013
6336,51,3,0,-37.68,3.6,-27.6,46.846
6337,51,3,0,-37.74,3.66,-27.42,46.793
6338,51,3,0,-37.62,3.72,-27.42,46.701
6339,51,3,0,-37.74,3.78,-27.3,46.732
6340,51,3,0,-38.04,3.78,-27.3,46.975
6341,51,3,0,-38.34,3.84,-27.18,47.154
6342,51,3,0,-38.28,3.84,-27.48,47.278
6343,51,3,0,-38.4,3.78,-27.54,47.406
6344,51,3,0,-38.16,3.54,-27.72,47.298
6345,51,3,0,-37.8,3.48,-27.72,47.004
6346,51,3,0,-37.86,3.42,-27.42,46.871
6347,51,3,0,-37.62,3.3,-27.54,46.74
6348,51,3,0,-37.74,3.66,-27.42,46.793
6349,51,3,0,-37.5,3.72,-27.3,46.534
6350,51,3,0,-37.68,3.78,-27.54,46.824
6351,51,3,0,-37.74,3.84,-27.66,46.948
6352,51,3,0,-37.68,3.54,-27.48,46.77
6353,51,3,0,-38.1,3.24,-27.54,47.123
6354,51,3,0,-37.86,3.06,-27.06,46.637
6355,51,3,0,-38.16,3.06,-26.94,46.811
6356,51,3,0,-38.16,2.88,-27.12,46.904
6357,51,3,0,-38.16,2.52,-27.42,47.057
6358,51,3,0,-38.04,2.64,-27.66,47.107
6359,51,3,0,-37.8,2.82,-27.66,46.924
6360,51,3,0,-37.86,2.82,-28.08,47.221
6361,51,3,0,-37.62,3.42,-27.78,46.89
6362,51,3,0,-37.68,3.24,-27.72,46.89
6363,51,3,0,-37.68,2.94,-27.42,46.693
6364,51,3,0,-37.56,2.88,-27.3,46.522
6365,51,3,0,-37.56,2.7,-27.54,46.653
6366,51,3,0,-37.8,2.64,-27.84,47.02
6367,51,3,0,-37.92,2.7,-27.42,46.873
6368,51,3,0,-38.4,2.7,-26.94,46.985
6369,51,3,0,-38.22,2.46,-26.76,46.722
6370,51,3,0,-38.22,2.46,-26.46,46.551
6371,51,3,0,-38.1,2.7,-27,46.775
6372,51,3,0,-37.44,2.94,-27,46.254
6373,51,3,0,-37.86,3.18,-26.82,46.506
6374,51,3,0,-37.8,3.3,-26.7,46.396
6375,51,3,0,-37.86,2.88,-26.88,46.521
6376,51,3,0,-37.86,3.06,-27.42,46.847
6377,51,3,0,-37.68,2.64,-27.72,46.852
6378,51,3,0,-37.74,2.4,-27.96,47.03
6379,51,3,0,-37.68,2.64,-27.84,46.924
6380,51,3,0,-37.56,2.4,-27.48,46.601
6381,51,3,0,-37.32,2.7,-26.94,46.107
6382,51,3,0,-37.2,3,-27,46.063
6383,51,3,0,-37.44,3.06,-27,46.261
6384,51,3,0,-37.98,2.88,-26.88,46.619
6385,51,3,0,-37.98,3,-27.3,46.87
6386,51,3,0,-38.1,2.58,-27.3,46.942
6387,51,3,0,-37.68,2.22,-27.12,46.478
6388,51,3,0,-37.62,2.34,-27.72,46.788
6389,51,3,0,-37.92,2.1,-27.72,47.018
6390,51,3,0,-37.8,2.34,-27.78,46.969
6391,51,3,0,-37.98,2.46,-28.08,47.297
6392,51,3,0,-37.98,2.52,-27.84,47.158
6393,51,3,0,-37.74,2.7,-27.84,46.975
6394,51,3,0,-37.68,2.64,-27.72,46.852
6395,51,3,0,-37.92,2.64,-27.48,46.905
6396,51,3,0,-37.92,2.46,-27.54,46.93
6397,51,3,0,-38.28,2.46,-27.54,47.221
6398,51,3,0,-38.16,2.34,-27.48,47.083
6399,51,3,0,-37.98,2.58,-27.48,46.95
6400,51,4,0,-37.32,-0.54,-27.6,46.42
6401,51,4,0,-37.56,-0.48,-27.24,46.4
6402,51,4,0,-37.56,-0.72,-27.72,46.687
6403,51,4,0,-38.04,-0.18,-27.84,47.14
6404,51,4,0,-37.86,-0.12,-27.84,46.994
6405,51,4,0,-37.68,0.24,-28.2,47.065
6406,51,4,0,-38.04,0.54,-28.08,47.284
6407,51,4,0,-37.74,0.54,-28.32,47.187
6408,51,4,0,-37.74,0.72,-28.5,47.298
6409,51,4,0,-38.1,0.54,-28.08,47.333
6410,51,4,0,-37.8,0.36,-27.9,46.983
6411,51,4,0,-37.56,0.18,-27.96,46.825
6412,51,4,0,-38.16,-0.24,-27.6,47.096
6413,51,4,0,-38.16,-0.18,-27.42,46.99
6414,51,4,0,-37.86,-0.24,-27.3,46.677
6415,51,4,0,-38.1,-0.36,-27.3,46.872
6416,51,4,0,-37.56,-0.36,-27.3,46.435
6417,51,4,0,-37.74,-0.66,-27.42,46.654
6418,51,4,0,-37.98,-0.84,-27.9,47.134
6419,51,4,0,-37.86,-0.66,-27.9,47.034
6420,51,4,0,-38.22,-0.54,-27.9,47.323
6421,51,4,0,-37.56,-0.6,-27.72,46.685
6422,51,4,0,-37.44,-0.54,-27.54,46.481
6423,51,4,0,-37.68,-0.78,-27.3,46.537
6424,51,4,0,-37.56,-0.9,-27.18,46.371
6425,51,4,0,-37.8,-0.96,-27.6,46.814
6426,51,4,0,-37.74,-0.66,-27.3,46.584
6427,51,4,0,-37.86,-0.36,-27.66,46.889
6428,51,4,0,-37.8,-0.12,-27.6,46.804
6429,51,4,0,-38.22,0.3,-27.48,47.074
6430,51,4,0,-38.34,0.06,-27.6,47.241
6431,51,4,0,-38.34,0.12,-27.3,47.067
6432,51,4,0,-38.34,-0.06,-27.48,47.171
6433,51,4,0,-37.92,-0.36,-28.08,47.186
6434,51,4,0,-37.92,-0.12,-28.14,47.221
6435,51,4,0,-37.86,-0.18,-28.32,47.28
6436,51,4,0,-37.74,0,-28.44,47.256
6437,51,4,0,-37.98,-0.24,-27.72,47.021
6438,51,4,0,-37.68,-0.36,-27.3,46.532
6439,51,4,0,-37.62,-0.78,-27.18,46.418
6440,51,4,0,-37.56,-0.48,-27,46.26
6441,51,4,0,-37.62,-0.18,-27.12,46.377
6442,51,4,0,-37.86,-0.12,-27.48,46.782
6443,51,4,0,-38.04,0.12,-27.48,46.928
6444,51,4,0,-38.46,-0.24,-27.36,47.2
6445,51,4,0,-38.22,-0.42,-27.54,47.11
6446,51,4,0,-38.22,-0.18,-27.18,46.899
6447,51,4,0,-38.28,0.06,-27.06,46.879
6448,51,4,0,-37.56,-0.18,-27.3,46.434
6449,51,4,0,-37.8,-0.3,-27.36,46.664
6450,51,4,0,-37.92,-0.24,-27.66,46.937
6451,51,4,0,-37.56,-0.6,-27.6,46.614
6452,51,4,0,-37.74,-0.78,-27.3,46.585
6453,51,4,0,-37.86,-0.66,-27.24,46.646
6454,51,4,0,-37.44,-0.72,-27.24,46.306
6455,51,4,0,-37.62,-0.42,-27.48,46.59
6456,51,4,0,-37.5,-0.24,-27.42,46.456
6457,51,4,0,-37.5,0,-27.6,46.562
6458,51,4,0,-37.5,-0.3,-27.48,46.492
6459,51,4,0,-37.44,-0.36,-27.66,46.551
6460,51,4,0,-37.8,-0.18,-28.2,47.16
6461,51,4,0,-37.8,-0.24,-28.02,47.053
6462,51,4,0,-38.4,-0.42,-28.38,47.751
6463,51,4,0,-38.64,-0.3,-28.2,47.837
6464,51,4,0,-38.94,-0.06,-28.26,48.114
6465,51,4,0,-38.82,0,-28.5,48.159
6466,51,4,0,-38.34,0.06,-28.44,47.737
6467,51,4,0,-38.28,0,-28.74,47.868
6468,51,4,0,-37.98,-0.48,-28.62,47.559
6469,51,4,0,-38.1,-0.72,-28.44,47.55
6470,51,4,0,-37.98,-0.36,-28.32,47.378
6471,51,4,0,-37.68,-0.36,-28.2,47.065
6472,51,4,0,-37.68,-0.42,-28.5,47.246
6473,51,4,0,-37.56,-0.48,-28.2,46.97
6474,51,4,0,-37.56,-0.54,-27.9,46.792
6475,51,4,0,-37.98,-0.54,-27.78,47.058
6476,51,4,0,-38.16,-0.54,-27.36,46.958
6477,51,4,0,-37.98,-0.48,-27.78,47.058
6478,51,4,0,-38.22,-0.48,-27.9,47.322
6479,51,4,0,-38.1,-0.66,-27.78,47.157
6480,51,4,0,-37.8,-0.54,-27.36,46.666
6481,51,4,0,-37.98,-0.54,-27.24,46.742
6482,51,4,0,-38.16,-0.48,-27.6,47.098
6483,51,4,0,-38.16,-0.24,-27.6,47.096
6484,51,4,0,-38.16,-0.18,-27.96,47.307
6485,51,4,0,-38.28,-0.24,-27.84,47.334
6486,51,4,0,-38.22,-0.48,-27.6,47.146
6487,51,4,0,-38.1,-0.48,-27.36,46.909
6488,51,4,0,-38.1,-0.54,-27.42,46.944
6489,51,4,0,-37.86,-0.24,-27.24,46.642
6490,51,4,0,-37.68,-0.18,-27.36,46.566
6491,51,4,0,-37.56,-0.18,-27.72,46.682
6492,51,4,0,-37.86,-0.24,-27.66,46.888
6493,51,4,0,-37.68,-0.78,-27.78,46.82
6494,51,4,0,-38.1,-0.72,-27.66,47.087
6495,51,4,0,-37.92,-0.78,-27.78,47.013
6496,51,4,0,-37.74,-0.96,-27.66,46.801
6497,51,4,0,-37.98,-0.72,-27.6,46.955
6498,51,4,0,-37.86,-0.54,-27.3,46.679
6499,51,4,0,-38.4,-0.9,-27.3,47.124
6500,51,5,0,-41.04,1.32,-28.98,50.258
6501,51,5,0,-40.92,1.44,-28.8,50.06
6502,51,5,0,-41.04,1.56,-28.8,50.161
6503,51,5,0,-40.32,1.86,-28.8,49.584
6504,51,5,0,-40.68,1.74,-28.92,49.943
6505,51,5,0,-40.92,1.26,-28.92,50.124
6506,51,5,0,-40.74,0.6,-28.8,49.895
6507,51,5,0,-41.4,0.36,-28.68,50.365
6508,51,5,0,-41.58,0.66,-28.62,50.482
6509,51,5,0,-41.64,0.66,-28.92,50.702
6510,51,5,0,-41.46,1.14,-28.5,50.324
6511,51,5,0,-41.28,1.38,-28.8,50.353
6512,51,5,0,-41.52,1.08,-28.8,50.542
6513,51,5,0,-41.34,1.44,-28.26,50.097
6514,51,5,0,-41.58,1.08,-28.92,50.66
6515,51,5,0,-41.76,1.08,-28.74,50.706
6516,51,5,0,-41.52,1.38,-28.92,50.618
6517,51,5,0,-41.46,1.56,-29.1,50.677
6518,51,5,0,-41.4,1.92,-28.5,50.298
6519,51,5,0,-41.4,1.74,-28.8,50.462
6520,51,5,0,-41.52,1.38,-28.62,50.447
6521,51,5,0,-41.52,1.02,-28.68,50.473
6522,51,5,0,-41.76,0.66,-28.98,50.835
6523,51,5,0,-41.64,0.54,-28.38,50.394
6524,51,5,0,-41.4,0.6,-28.68,50.367
6525,51,5,0,-41.46,0.48,-28.62,50.381
6526,51,5,0,-41.1,0.42,-28.8,50.188
6527,51,5,0,-41.16,0.18,-29.4,50.582
6528,51,5,0,-41.76,0.24,-29.16,50.934
6529,51,5,0,-41.7,0.48,-28.92,50.749
6530,51,5,0,-41.88,0.36,-28.44,50.625
6531,51,5,0,-41.94,0.66,-28.14,50.51
6532,51,5,0,-41.76,0.54,-28.32,50.46
6533,51,5,0,-41.7,0.54,-28.2,50.343
6534,51,5,0,-41.82,0.9,-28.32,50.515
6535,51,5,0,-42.06,0.48,-28.5,50.809
6536,51,5,0,-41.7,0.48,-28.5,50.511
6537,51,5,0,-41.76,0.42,-28.86,50.764
6538,51,5,0,-41.94,0.12,-29.28,51.15
6539,51,5,0,-41.82,0.54,-29.04,50.917
6540,51,5,0,-42.18,0.42,-28.8,51.076
6541,51,5,0,-42.3,0.24,-28.56,51.039
6542,51,5,0,-42.36,0.12,-28.38,50.988
6543,51,5,0,-42.3,0,-28.44,50.972
6544,51,5,0,-42.18,0.06,-28.44,50.872
6545,51,5,0,-42.36,-0.06,-28.44,51.022
6546,51,5,0,-42.6,0.3,-28.32,51.155
6547,51,5,0,-42.6,0.36,-28.32,51.156
6548,51,5,0,-42.54,0.3,-28.5,51.205
6549,51,5,0,-42.42,0.54,-28.74,51.242
6550,51,5,0,-41.88,0.36,-28.8,50.828
6551,51,5,0,-42.06,0.42,-29.04,51.113
6552,51,5,0,-42.24,0.72,-29.22,51.367
6553,51,5,0,-42.3,0.48,-29.1,51.345
6554,51,5,0,-42.12,0.6,-29.22,51.267
6555,51,5,0,-42.18,0.18,-28.86,51.109
6556,51,5,0,-41.94,-0.06,-28.56,50.741
6557,51,5,0,-42,0.18,-28.38,50.69
6558,51,5,0,-42,0.24,-28.32,50.656
6559,51,5,0,-41.7,0.42,-28.14,50.308
6560,51,5,0,-42,0.54,-27.84,50.392
6561,51,5,0,-42.06,0.6,-28.02,50.542
6562,51,5,0,-42.48,0.3,-28.08,50.923
6563,51,5,0,-42.72,0.48,-28.44,51.323
6564,51,5,0,-42.54,0.12,-28.56,51.238
6565,51,5,0,-42.54,-0.42,-28.74,51.34
6566,51,5,0,-42.42,-0.3,-28.98,51.375
6567,51,5,0,-42.36,-0.18,-28.8,51.223
6568,51,5,0,-42.36,0.06,-28.8,51.223
6569,51,5,0,-42.24,0.6,-28.5,50.959
6570,51,5,0,-42.3,0.78,-28.02,50.745
6571,51,5,0,-42.42,0.54,-28.38,51.041
6572,51,5,0,-42.72,0.6,-28.44,51.324
6573,51,5,0,-42.78,0.3,-28.26,51.272
6574,51,5,0,-42.84,-0.06,-28.5,51.454
6575,51,5,0,-42.54,0.06,-28.2,51.038
6576,51,5,0,-42.36,0.12,-28.62,51.122
6577,51,5,0,-42.18,0.24,-28.98,51.177
6578,51,5,0,-42.06,0.48,-28.86,51.012
6579,51,5,0,-42.06,0.54,-28.62,50.877
6580,51,5,0,-41.7,0.42,-27.96,50.208
6581,51,5,0,-41.76,0.66,-27.96,50.26
6582,51,5,0,-41.64,0.66,-28.02,50.194
6583,51,5,0,-41.64,0.84,-27.84,50.097
6584,51,5,0,-41.76,0.78,-28.14,50.362
6585,51,5,0,-41.58,0.42,-28.26,50.276
6586,51,5,0,-41.88,0.54,-28.44,50.627
6587,51,5,0,-42.12,0.48,-28.74,50.993
6588,51,5,0,-42.12,0.66,-28.92,51.097
6589,51,5,0,-42.42,0.78,-28.74,51.245
6590,51,5,0,-42.18,0.96,-28.62,50.982
6591,51,5,0,-41.76,0.66,-28.56,50.597
6592,51,5,0,-42.06,0.6,-28.44,50.776
6593,51,5,0,-42.24,0.48,-28.02,50.691
6594,51,5,0,-42.54,0.3,-27.66,50.743
6595,51,5,0,-42.72,0.24,-27.48,50.796
6596,51,5,0,-42.24,0.12,-27.3,50.294
6597,51,5,0,-42.3,0.18,-27.78,50.607
6598,51,5,0,-42.06,0,-28.14,50.605
6599,51,5,0,-42.48,-0.18,-28.26,51.022
6600,51,6,0,-44.58,1.68,-28.08,52.713
6601,51,6,0,-44.46,1.38,-28.14,52.635
6602,51,6,0,-44.46,1.38,-28.56,52.861
6603,51,6,0,-44.16,1.56,-28.62,52.646
6604,51,6,0,-43.92,1.44,-28.68,52.475
6605,51,6,0,-43.68,1.32,-28.74,52.304
6606,51,6,0,-43.98,1.44,-28.56,52.459
6607,51,6,0,-44.1,1.38,-28.56,52.558
6608,51,6,0,-44.22,1.32,-28.38,52.56
6609,51,6,0,-44.1,1.44,-28.38,52.462
6610,51,6,0,-43.62,1.32,-28.62,52.188
6611,51,6,0,-43.5,1.26,-28.8,52.185
6612,51,6,0,-43.44,1.38,-28.92,52.204
6613,51,6,0,-43.56,1.38,-28.8,52.238
6614,51,6,0,-43.5,1.5,-28.8,52.191
6615,51,6,0,-43.74,1.44,-28.62,52.291
6616,51,6,0,-43.68,1.38,-28.68,52.272
6617,51,6,0,-43.8,1.38,-28.86,52.471
6618,51,6,0,-43.8,1.26,-28.92,52.501
6619,51,6,0,-43.26,1.2,-28.92,52.05
6620,51,6,0,-42.96,0.96,-28.8,51.729
6621,51,6,0,-42.72,0.48,-28.68,51.456
6622,51,6,0,-42.42,0.42,-28.74,51.241
6623,51,6,0,-42.42,0.3,-28.74,51.24
6624,51,6,0,-43.02,0.48,-28.92,51.839
6625,51,6,0,-42.9,0.66,-29.34,51.978
6626,51,6,0,-43.26,0.54,-29.22,52.207
6627,51,6,0,-43.38,0.84,-29.4,52.411
6628,51,6,0,-42.9,1.08,-29.34,51.985
6629,51,6,0,-43.5,1.44,-29.04,52.323
6630,51,6,0,-43.38,1.62,-28.68,52.029
6631,51,6,0,-43.74,1.5,-28.56,52.26
6632,51,6,0,-43.92,1.08,-28.68,52.466
6633,51,6,0,-43.44,0.84,-28.44,51.929
6634,51,6,0,-43.62,0.66,-28.5,52.109
6635,51,6,0,-43.38,0.66,-28.56,51.942
6636,51,6,0,-43.56,1.14,-28.32,51.969
6637,51,6,0,-43.8,1.2,-28.44,52.237
6638,51,6,0,-43.62,1.14,-28.68,52.216
6639,51,6,0,-43.86,0.78,-29.46,52.841
6640,51,6,0,-43.68,0.24,-29.64,52.788
6641,51,6,0,-43.62,0.24,-29.82,52.839
6642,51,6,0,-44.16,0.18,-29.64,53.185
6643,51,6,0,-43.92,0.72,-28.8,52.525
6644,51,6,0,-43.92,1.14,-28.74,52.5
6645,51,6,0,-44.04,1.32,-29.04,52.769
6646,51,6,0,-43.56,1.68,-29.1,52.413
6647,51,6,0,-43.8,1.5,-29.34,52.74
6648,51,6,0,-43.98,1.2,-29.46,52.949
6649,51,6,0,-43.74,1.14,-29.1,52.548
6650,51,6,0,-44.04,0.78,-29.1,52.791
6651,51,6,0,-43.86,0.66,-29.1,52.64
6652,51,6,0,-43.74,0.6,-29.16,52.572
6653,51,6,0,-43.8,0.66,-29.22,52.656
6654,51,6,0,-43.26,0.48,-29.46,52.341
6655,51,6,0,-43.26,0.3,-29.28,52.238
6656,51,6,0,-43.38,0.66,-28.98,52.174
6657,51,6,0,-43.14,0.42,-28.74,51.838
6658,51,6,0,-43.14,0.84,-28.2,51.546
6659,51,6,0,-43.02,1.26,-28.32,51.52
6660,51,6,0,-43.02,1.08,-28.5,51.615
6661,51,6,0,-43.32,0.9,-28.68,51.961
6662,51,6,0,-43.44,0.84,-28.98,52.226
6663,51,6,0,-43.56,0.66,-29.46,52.591
6664,51,6,0,-43.44,0.42,-29.52,52.523
6665,51,6,0,-43.38,0.6,-29.82,52.644
6666,51,6,0,-43.62,0.36,-29.52,52.671
6667,51,6,0,-43.62,0.6,-29.04,52.406
6668,51,6,0,-43.8,0.96,-29.1,52.594
6669,51,6,0,-43.56,1.32,-28.62,52.138
6670,51,6,0,-43.5,1.38,-28.74,52.155
6671,51,6,0,-43.08,1.08,-28.74,51.798
6672,51,6,0,-42.84,0.78,-28.56,51.493
6673,51,6,0,-43.08,0.36,-28.92,51.888
6674,51,6,0,-43.08,0.42,-28.74,51.789
6675,51,6,0,-43.38,0.24,-28.8,52.07
6676,51,6,0,-43.2,0.24,-28.98,52.021
6677,51,6,0,-43.14,0.3,-29.1,52.038
6678,51,6,0,-43.32,0.54,-29.34,52.324
6679,51,6,0,-43.26,0.6,-29.46,52.342
6680,51,6,0,-43.44,0.72,-29.4,52.459
6681,51,6,0,-43.56,0.9,-28.86,52.261
6682,51,6,0,-43.62,0.9,-28.86,52.311
6683,51,6,0,-43.92,1.02,-28.56,52.399
6684,51,6,0,-44.16,0.9,-28.26,52.436
6685,51,6,0,-44.28,0.72,-28.56,52.696
6686,51,6,0,-44.22,0.54,-28.26,52.482
